,customer_id,customer_visit_score,customer_product_search_score,customer_ctr_score,customer_stay_score,customer_frequency_score,customer_product_variation_score,customer_order_score,customer_affinity_score,customer_category,customer_active_segment_A,customer_active_segment_AA,customer_active_segment_B,customer_active_segment_C,customer_active_segment_D,X1_A,X1_AA,X1_BA,X1_E,X1_F
704,csid_705,17.880998912436198,4.198086538354511,0.0653795710779854,0.2243104558667739,0.1854933051489178,4.061857392134469,3.1033510300318183,26.82977407838281,0,0,0,1,0,0,0,0,1,0,0
705,csid_706,17.671829134922422,6.647431614461514,0.011020790231260149,-0.12066112426357015,0.13551880131816574,3.487295687259679,5.513914593903984,99.38324666717304,0,0,0,1,0,0,0,1,0,0,0
706,csid_707,21.877379550762424,5.7639212327310405,0.09299630308376454,0.008762536516005144,0.9247427439222744,5.273219127334713,2.6467597046580544,4.4556969949601255,0,0,0,1,0,0,0,0,0,0,1
707,csid_708,16.5246717642013,4.353512934283964,0.03543653456447855,0.005158346168420552,0.08438583306573719,3.5442414281867163,5.389952722444991,53.18767552981864,0,0,0,0,1,0,0,1,0,0,0
708,csid_709,16.983449956150757,7.017354988221874,0.4151838419595928,0.6235259758279482,0.7770446898145594,4.063379321653061,2.8470924037347727,14.994194312872178,1,0,0,1,0,0,0,0,1,0,0
709,csid_710,18.160305165991712,5.126876415642942,0.004990034101723507,-0.0642423548067855,8.004903602017622,10.01472402497444,1.6056447467638288,-0.16274496508203054,0,0,0,0,1,0,0,0,1,0,0
710,csid_711,17.90207630060745,7.6662529042806735,0.02642094728590566,-0.04112094834704669,0.9645890779714706,5.656149169918362,2.9476909995599727,3.07952830489772,0,0,0,0,1,0,0,0,1,0,0
711,csid_712,21.899684360763818,2.4369773042388525,0.04213192526811875,0.008961788487377517,0.5833967035596344,5.6466578369708165,2.6245433047830606,8.741555391324347,0,0,0,1,0,0,0,0,1,0,0
712,csid_713,25.20847328130891,4.086014772034163,0.19717156655972135,0.2253128159803569,0.3141968139611924,4.481120051249868,2.912804903905002,11.399698780371127,0,0,0,1,0,0,0,0,1,0,0
713,csid_714,27.6323348199576,4.830412791935413,-0.039313599149169015,-0.05641180018002756,0.4144656064232997,3.5183800984468228,3.591016271427971,14.104556892345064,0,0,0,1,0,0,1,0,0,0,0
714,csid_715,12.771657575407119,6.990852266456888,0.06951545113896034,0.06097109237285429,0.29431401365588344,3.99323467368002,4.2338310915724735,25.271090347164726,0,0,0,1,0,0,0,0,1,0,0
715,csid_716,14.336864858469507,2.7065805361160606,0.22823082134259925,0.5945275407835953,0.2418751354776908,3.691692685226245,2.977582810174276,14.084603938643033,0,0,0,0,1,0,1,0,0,0,0
716,csid_717,9.521006525446683,7.036679074513973,0.06164515051992488,-0.058591873104533135,0.21735421945614555,4.170892401881125,4.833716472093784,53.531536708138674,0,0,0,0,0,1,0,1,0,0,0
717,csid_718,18.51805964749483,7.1350185145750125,-0.031127561086404014,0.014167805244449425,0.3307681610416143,4.8926312873287685,3.2327318876939666,18.966384216848265,0,0,0,1,0,0,0,0,1,0,0
718,csid_719,15.309021044596248,2.969200622351964,0.1931967616734136,0.15442652730778975,0.2185303715680711,4.5568091896880665,4.862825464097509,38.10617544932904,0,0,0,0,1,0,0,1,0,0,0
719,csid_720,14.104232901134935,4.763027437833094,0.11708660440271948,0.06188826313607974,0.537257906773964,5.644184978316064,3.0526101420029614,15.096635314917432,0,0,0,1,0,0,1,0,0,0,0
720,csid_721,14.132366643811974,2.7256888740775813,0.3547643166779327,0.9913485862294832,0.10230716618213047,3.7092751449285566,5.309945995902265,100.3164989835384,0,0,0,1,0,0,0,0,0,1,0
721,csid_722,13.235627192576445,4.850905001707078,0.01475294368981941,0.07682086694284314,0.9125118475236638,7.68666800315795,2.658919532232411,5.094399937736702,0,0,0,0,1,0,0,0,1,0,0
723,csid_724,3.1311794498992658,2.0602483072159803,1.7227491394712744,10.098271479099651,5.492566172364626,8.39908767587973,2.1513045334207126,1.1158347575118883,1,0,0,0,0,1,0,0,1,0,0
724,csid_725,33.825425085939465,5.82552448843903,-0.10032358735101417,-0.04270139140471039,4.800441456857076,7.953867504788696,1.5593259658044092,0.798387162831064,0,0,1,0,0,0,0,0,1,0,0
725,csid_726,13.9360514647574,4.538742906469577,0.19948665003293647,0.1166214739066328,0.5656456623699525,5.188473851257964,2.883760779875041,16.729316307701687,0,0,0,0,1,0,0,0,1,0,0
726,csid_727,29.20625661090312,8.939638626945944,0.10078014575175397,-0.1021144602651187,1.0389963731975131,4.837497006677091,2.6289446232903373,3.3260013159910384,0,0,0,0,1,0,0,0,1,0,0
727,csid_728,7.458899704623088,5.037772046317269,0.6582604078667218,1.0983328552252614,1.2659317187846342,8.755424918246392,2.661968217914488,3.534971238845263,1,0,0,0,0,1,0,0,0,0,1
728,csid_729,14.966577926577324,6.661209641716017,0.13753452428438748,0.06405740032155699,0.9347010816526756,6.801966557260704,2.6831484846578766,6.559090198674049,0,0,0,1,0,0,0,0,0,0,1
729,csid_730,19.51503797285585,2.8400823166086084,0.1406706008785633,0.4173121010658542,0.8643516177675786,4.978157783311959,3.038681884746362,15.852312470490984,0,0,0,0,1,0,1,0,0,0,0
730,csid_731,32.99891680771049,5.116596960223675,-0.1008536587548727,0.04014525202124242,0.5313014903099617,7.5267932414206,2.867492947372774,5.528750525193606,0,1,0,0,0,0,0,0,1,0,0
731,csid_732,14.293044555278456,4.629414201558639,0.7137217974762302,1.129075163400307,7.383970956231854,11.466343165223426,1.8972253526156937,0.4815466498184031,1,0,0,1,0,0,0,0,0,0,1
732,csid_733,8.497406475891298,4.314026136685873,0.2938374125491224,0.2915355385043904,0.386250001429376,4.3609175555132484,4.823042755819798,14.084028292097099,0,0,0,0,1,0,0,0,1,0,0
733,csid_734,15.431706110411403,5.6253634925301945,0.03616878443824709,0.0108624038051084,4.588505379807008,7.5512279692787665,2.0549723921384144,1.6711894596956964,0,0,0,0,1,0,0,0,1,0,0
734,csid_735,35.48693108982017,4.905588460599429,-0.004762164879582267,0.08790789895477387,0.4055081767265927,4.0085555573917775,3.0677190098135574,19.455302508215066,0,1,0,0,0,0,1,0,0,0,0
735,csid_736,13.413230275500936,4.608588281536729,0.05890871710668945,0.3007269401411624,0.17081249249227515,3.386248056377879,4.6398050889096165,54.70199704558852,0,0,0,1,0,0,0,1,0,0,0
737,csid_738,20.726826270034785,2.8844125444457243,0.08051231395101117,0.1394803775844812,0.4805128225946927,5.2479931482265005,2.4551699263820863,6.037105283787941,0,0,0,0,1,0,0,0,1,0,0
738,csid_739,20.605279650236014,5.611364520692406,0.052702206300888864,-0.045145337592941585,0.4915451819201066,5.063639333414495,3.399838898199388,11.158547389185829,0,0,0,1,0,0,0,0,1,0,0
739,csid_740,19.227527008225426,5.526120106464371,0.0543119635468312,0.02847726116022564,0.4820365080818416,5.393975441212215,3.13218792287752,7.076425109224233,0,0,0,1,0,0,0,0,1,0,0
740,csid_741,14.203293348927867,3.795182395424248,0.052551057681984495,0.005768875505209064,0.3854075419099538,4.422439847624084,3.320489724564005,21.287225531743935,0,0,0,1,0,0,0,0,1,0,0
741,csid_742,11.608035107212205,4.660627340235955,0.01318992096264014,-0.09862582687168832,0.4641895095642962,3.997100423850359,3.641315646781319,16.663462902746364,0,0,0,0,1,0,0,0,1,0,0
744,csid_745,17.285871192654117,4.585629397109521,0.20080669482148664,0.4182078582223144,0.23709891189976376,4.014402931656757,4.006147042317477,25.516424836674105,0,0,0,0,1,0,1,0,0,0,0
745,csid_746,33.742232645243284,4.791369055576204,-0.0513904255069358,0.08575210344057015,0.2451298762594352,4.536344658752993,3.169165958519848,34.91907128003752,0,0,1,0,0,0,0,1,0,0,0
746,csid_747,17.013897350642054,4.869835822414274,0.06106781575184729,0.0779254365783948,0.5490236607316917,5.017914799429535,3.4524705858071605,13.079366957707627,0,0,0,0,1,0,0,0,1,0,0
747,csid_748,27.82906353818489,3.250473577987232,0.0921711003505623,0.14714577741065346,1.0823666233989555,4.289464111828604,2.3185344195089157,7.408611309915472,0,0,0,0,1,0,0,0,1,0,0
748,csid_749,25.776000742829737,6.272104301026308,0.02402833711430446,0.03192096827751373,2.580510514677176,7.360501938858832,2.7380051200105884,3.2890356577868682,0,0,0,0,1,0,0,0,0,0,1
750,csid_751,19.468227610748716,4.479079879357153,0.2082254936141192,0.28946729541692073,0.565262017664934,5.0320883289019225,3.2239304822064123,14.052762800815485,0,0,0,0,1,0,1,0,0,0,0
751,csid_752,20.67320398566468,8.471122686906217,0.04638188479649797,-0.09406326912312836,0.5582674089663558,5.5445229347906055,2.5737798813564687,7.34333704178147,0,0,0,0,1,0,0,0,1,0,0
752,csid_753,9.423556647451404,5.92822209344642,0.062472949770550075,0.12336015444345122,0.09441307949768993,4.3325864431137004,5.219081444125333,56.9891160571587,0,0,0,0,1,0,0,1,0,0,0
753,csid_754,22.575840852793068,4.237183612684161,-0.004786499517030761,-0.11108072974963057,0.12729134922979185,3.694107565188959,6.794456138947308,141.94261641359256,0,0,0,0,1,0,0,0,0,1,0
754,csid_755,21.855081690072044,3.881113392483448,0.13188992093322882,0.006255843397478232,0.2826608225323401,3.7707217819225383,2.7094357623701604,29.096871354123106,0,0,0,0,1,0,0,0,1,0,0
755,csid_756,7.147441153423062,3.8169246738137343,0.25465022955057004,0.22842906510308575,0.34695453489412564,4.753131814418458,3.5400226005659183,35.624588991353825,0,0,0,0,0,1,0,1,0,0,0
756,csid_757,19.846804887010087,7.755038537171784,0.004369801044401569,-0.038213495923443135,0.35475701081314426,4.045051112124905,3.2260401104644467,16.527050482325713,0,0,0,1,0,0,1,0,0,0,0
757,csid_758,24.90669784213122,7.0700418942442775,0.16292873804717334,0.14246399332946466,0.9346170584993324,4.332925321477681,3.453020616614234,10.060095058568734,0,0,0,0,1,0,1,0,0,0,0
758,csid_759,14.518803963160755,8.995547625023045,0.4460650253425671,0.09080296726491742,0.09673027943987038,3.431199156211428,5.25313926300004,59.7364476341082,0,0,0,1,0,0,0,1,0,0,0
759,csid_760,14.778766133716347,3.952962092529584,0.18748511348646146,0.2513593806750227,0.8456189367721368,4.553375473832791,2.2777211418928376,8.337344188734617,0,0,0,0,1,0,0,0,1,0,0
760,csid_761,14.392747465729675,5.003791321578632,0.05788415314305782,0.03412823371669732,0.4395466647970849,5.2164667540274285,2.2577310285183843,8.017581510673299,0,0,0,0,1,0,0,0,0,0,1
761,csid_762,14.483379786848564,5.903426522224652,0.0838090242820565,0.04449903352738105,0.5506518110048354,3.796544149286059,3.5263664700106734,12.961674961709413,0,0,0,0,1,0,1,0,0,0,0
762,csid_763,29.225171938833565,7.646222074937456,-0.026740925764988547,-0.1059709555392032,0.6902200359356003,4.412146321174816,2.5670151415571727,12.64236208401228,0,0,0,0,1,0,1,0,0,0,0
763,csid_764,27.722286858902997,4.995832401119856,0.01996193481838089,0.043290795083035516,0.7095363944468209,5.69428852164012,3.911117210455574,20.8252895765138,0,0,0,0,1,0,0,0,1,0,0
764,csid_765,25.71200162331161,6.737837272163398,-0.03804661533626165,0.02394420946141762,0.42007285132708777,4.552614693237162,3.9618606966845697,18.140536520209018,0,0,0,0,1,0,1,0,0,0,0
765,csid_766,27.529182094993725,5.484667202476898,0.02318640225297928,-0.1082766182070026,0.8231033059470231,6.026812727520615,2.360752431773168,9.06825100138954,0,0,0,0,1,0,0,0,0,0,1
766,csid_767,27.50598546591075,7.042199029337278,0.14676904161801305,0.04280568598966359,0.5228737243175007,4.758434208937032,3.3839873626770443,25.161893946674557,0,0,0,0,1,0,1,0,0,0,0
767,csid_768,36.219396021057975,7.976364992799391,-0.34629037974354393,0.2498665837263789,31.034295425530495,10.46862052754135,1.636561709440613,0.010572123486239314,0,1,0,0,0,0,0,0,1,0,0
768,csid_769,12.473703464021073,5.402755584064058,0.14496756213201292,0.1356636522043558,0.2364219464943829,4.506093490810446,3.623863982376332,16.564517861629945,0,0,0,1,0,0,0,0,1,0,0
769,csid_770,28.706148772256388,4.9307090466648456,0.10707790573479777,0.05203316226949314,0.41785829855336704,3.862636599169505,4.180860503915385,20.79115946693281,0,0,0,1,0,0,1,0,0,0,0
770,csid_771,9.668383798870998,6.165468201071628,0.09270228078194286,-0.030259609959744364,0.42767051038499226,3.5950498776551068,4.425453258019063,29.85107178160901,0,0,0,0,0,1,1,0,0,0,0
771,csid_772,17.68109421338951,7.372211219475077,-0.0577210314686407,-0.11426745093441874,0.5420275264877864,4.075834829791017,4.2675863783606856,30.088530168017243,0,0,0,0,1,0,0,1,0,0,0
772,csid_773,22.280365637920905,6.061494542619747,-0.019789448145930217,-0.0909612954737736,0.15683475634956187,4.531072780932521,3.86633211746654,31.013782653748226,0,0,0,0,1,0,0,1,0,0,0
773,csid_774,18.70158479999693,3.7907069590691047,0.03930273811040325,-0.019571715381427938,0.3965592861819615,4.262647142375927,3.769530390209991,14.601534790890861,0,0,0,0,1,0,0,0,1,0,0
774,csid_775,27.035398035903825,3.7896418613563214,0.07963488037445958,0.11711903341716713,0.4286250293865972,3.8834468323447613,3.333750142571166,22.443066076794267,0,0,0,1,0,0,0,0,1,0,0
775,csid_776,13.007914693006446,3.635362413028042,0.19198917956086672,0.3756539887807484,0.23115763345416526,3.5160193263888817,4.515625153353042,34.60505487915559,0,0,0,1,0,0,0,1,0,0,0
776,csid_777,24.709106502246804,4.67516409365295,0.08036859125755184,-0.005292864102211322,0.4006993971290998,5.974691614545272,2.560520280182101,5.468915876833396,0,0,0,1,0,0,0,0,1,0,0
777,csid_778,20.833071720870205,2.217225127313143,0.170570207917142,0.4885769773000051,0.32341890186973826,3.868736052264103,3.138056101821316,9.916103538939213,0,0,0,1,0,0,0,0,0,0,1
778,csid_779,19.216216763469426,2.868229153690322,0.14790215186822944,0.05530217185560051,0.7630362120114567,6.795377381435165,2.547541610489652,4.336945072867496,0,0,0,0,1,0,0,0,1,0,0
779,csid_780,28.625053171968666,6.460713737892273,0.05191837566241897,-0.01659031188275447,0.3023871572623493,4.072031656067087,4.107890514343698,29.702899453717343,0,0,0,0,1,0,0,0,1,0,0
780,csid_781,34.725568225563336,7.694449915714013,0.009482017754611506,-0.02138106972177274,1.3361836322334877,7.73366529752631,2.7899429013071764,4.3301130629544975,0,0,1,0,0,0,0,0,1,0,0
781,csid_782,16.746149184132303,7.485195914997512,0.09369921508169213,0.1287515829944701,1.2419611162115878,4.885377839475933,1.9850467974580213,2.837835461087216,0,0,0,0,1,0,0,0,0,0,1
782,csid_783,16.524803362963286,4.178565217590362,0.05019105118071509,0.032115381795014726,0.18881077303652452,3.953268183060856,3.5430431887312386,42.39240448243312,0,0,0,1,0,0,0,1,0,0,0
783,csid_784,21.813546184834145,3.6915029200075753,0.2973079930443547,0.4397002501053326,0.08164111408571073,2.914091560992928,5.401359596033861,108.92363905029111,0,0,0,1,0,0,0,0,0,1,0
784,csid_785,36.50892703823962,6.559366594259712,-0.36864081235722895,0.10368303995477132,21.730026830789548,17.150072095265447,1.1992660779573543,-0.3138309608026991,0,1,0,0,0,0,0,0,0,0,1
787,csid_788,22.296164097979613,6.962385468501326,-0.12618436662293636,-0.03079384429408687,11.431354906038154,12.883741490916595,1.205738697456063,-0.2376574203857376,0,0,0,1,0,0,0,0,1,0,0
788,csid_789,24.375528698200426,7.3631706379262996,-0.1045760841698026,-0.10273278627875286,0.6893830084476755,6.8081703655565375,2.8184747352088064,17.28481286254349,0,0,0,0,1,0,1,0,0,0,0
789,csid_790,33.44151761010043,5.976534245687437,0.06926222301673382,-0.0297058239628359,0.2338850063913985,3.975720202418172,4.162590843578399,24.995749521925827,0,1,0,0,0,0,1,0,0,0,0
790,csid_791,22.654221795414514,4.5160221224744275,0.0411019459201637,-0.02382016737512976,0.8414118779102044,5.91711035474699,3.2300972817016915,9.15680747474789,0,0,0,1,0,0,0,0,1,0,0
791,csid_792,15.849224774684393,5.119772450960718,0.08503567457883,0.05178551017404047,0.889162793600553,5.442675037697319,2.5248938534145955,13.291207978416429,0,0,0,0,1,0,1,0,0,0,0
792,csid_793,12.72320722373574,4.683022025128637,0.12917960179453336,0.008671853139927162,0.13632598726352615,4.024504476342637,5.289709620202389,52.87244194592376,0,0,0,0,1,0,0,1,0,0,0
793,csid_794,13.422796762582458,8.043647496108788,0.09796845048880448,0.033398637387902184,0.15246785364043552,3.744218528001485,3.7089870452788856,26.430490704685717,0,0,0,1,0,0,1,0,0,0,0
794,csid_795,8.400941564130992,3.173251193687129,0.3858008863250964,1.0116984676217562,0.12804235870158093,3.699669702804972,4.592949124736816,40.553948553111546,0,0,0,0,1,0,0,1,0,0,0
795,csid_796,24.057786895048352,8.246626894072143,0.009863557352248378,-0.05808705559512574,0.3908559439887934,4.573703734735443,2.5512566705563864,28.536337557025515,0,0,0,0,1,0,0,0,1,0,0
796,csid_797,22.852980132696644,8.074125329584191,-0.06442240221144431,-0.01177224443449925,0.5958131806064989,4.0122801030670585,3.7929888582214963,19.789201064154373,0,0,0,1,0,0,0,0,1,0,0
797,csid_798,13.643558526346705,5.637225076596737,-0.004228640309310787,-0.03604850362933736,0.3094360008798763,3.7484927807101216,3.1363205314813767,24.86958933800684,0,0,0,1,0,0,0,0,1,0,0
798,csid_799,23.72924552963563,6.935781495364012,-0.04551596276762476,-0.017823822992275813,0.5421217884329145,5.688058460586428,2.977504541185416,19.84984091599213,0,0,0,1,0,0,0,0,1,0,0
799,csid_800,25.123400229580326,7.539403771788874,0.14256408217548305,0.01327572358947484,0.6636082459012631,3.9972915555000585,2.7337493609308674,17.718360995768002,0,0,0,1,0,0,1,0,0,0,0
800,csid_801,18.146463706776675,6.299707078740328,0.1472787172386299,-0.035879462712100546,1.0920439749622146,6.003958490724442,2.4018962338026144,8.032512435345192,0,0,0,0,1,0,0,0,1,0,0
801,csid_802,19.7512631791775,3.596801913843098,0.08389804971122905,0.004989589249430361,4.838202548079644,10.190835691406075,1.5986167932200417,0.01508665067820799,0,0,0,1,0,0,0,0,1,0,0
802,csid_803,15.847216655565571,7.430957321944783,0.08673225676386243,0.002360838280098448,0.13644069475255854,3.881900088594284,4.614628276744893,40.049957374918215,0,0,0,1,0,0,0,1,0,0,0
803,csid_804,23.36804114025659,7.534550813212928,0.12959879764566842,0.07549101001732471,0.2374067390859956,4.508584922218577,4.87871503747904,22.25566826762324,0,0,0,0,1,0,0,0,1,0,0
804,csid_805,15.992925741204386,7.3621809298118475,0.16496131577610199,0.01705051863578816,0.6100606386653298,4.222862879462182,3.334198244342656,27.222080669452325,0,0,0,1,0,0,0,0,1,0,0
805,csid_806,17.43595050464177,7.219404658523767,0.102221347425864,0.0210126477716039,0.34730936961811604,6.2108078385577805,3.109483492667625,14.527736532292694,0,0,0,0,1,0,0,0,1,0,0
806,csid_807,26.69986025938125,2.8437062593642115,-0.041802438633877684,0.17771344852258625,0.999629577136532,5.102471799529549,2.5768197168942497,9.766506183909328,0,0,0,1,0,0,0,0,0,0,1
807,csid_808,23.144565850712272,5.304962318822785,0.08687608986679128,0.059372191750774524,0.3448607814204052,4.792258614495614,3.3918981914986635,9.378857923521165,0,0,0,0,1,0,0,0,1,0,0
808,csid_809,23.659098835530997,5.316825741428174,0.12727659022269466,0.10296769078332214,0.9631752710707132,6.236559301591325,2.4015941044114,6.712849522529715,0,0,0,1,0,0,0,0,1,0,0
809,csid_810,24.508352986767672,4.0420847958247625,-0.027962356739981268,0.15705999995100894,0.3601243137383974,5.06581288669271,4.294342977807447,11.556031740535607,0,0,0,1,0,0,0,0,1,0,0
810,csid_811,30.205147188167373,7.888213717584553,0.04113265600161472,-0.11695507318824495,5.243880093536687,7.4633533754848,1.4688294625723222,0.9399721934473574,0,1,0,0,0,0,0,0,0,0,1
811,csid_812,13.319816915078338,4.1486670570468265,0.04293547191616387,0.00491649569509639,0.4142637257910565,5.53461111245436,3.347435503921432,11.157225992938152,0,0,0,0,1,0,1,0,0,0,0
812,csid_813,32.97875715668064,4.8093714573127135,0.020950926271473408,-0.0005559052753738411,1.1858083734115192,6.855001938388739,3.0002717352227206,3.578496639627728,0,0,1,0,0,0,0,0,0,0,1
813,csid_814,24.042402122196012,3.097802784477372,0.19834206032338367,0.31165284583689196,0.8966112346253019,5.328695000256282,2.468804510624805,5.857959545146349,0,0,0,0,1,0,0,0,1,0,0
814,csid_815,13.317042561682033,5.9591124411476954,0.02238858717575889,-0.04021184927657487,0.4967876267156813,4.0237270165187855,2.48783504019707,10.929103603806183,0,0,0,1,0,0,0,0,1,0,0
815,csid_816,30.06404006948898,7.30776804886105,-0.0027006271647973994,-0.11164883127326183,0.4799268934026967,3.977723125898625,3.1265555109351,30.96230396880963,0,1,0,0,0,0,0,1,0,0,0
816,csid_817,21.72744923303069,5.974081467450629,0.122026423074451,0.3268062218044293,0.23962569006637735,3.96866763099344,4.182029272219939,45.802233706005886,0,0,0,1,0,0,0,1,0,0,0
817,csid_818,18.976939093967324,2.7171946317977627,-0.023494099240068088,0.023887178927926488,0.3428536141840917,4.458394122493957,4.981636744582947,63.139836477823,0,0,0,1,0,0,0,1,0,0,0
818,csid_819,28.551514488338803,7.318738543989035,0.06020309579778081,-0.05404288858423243,0.5609956768322899,4.0824187136848415,2.7329894703460864,18.67466723709521,0,0,0,1,0,0,1,0,0,0,0
819,csid_820,13.628706225639037,2.1745297373921835,0.2330415823522272,0.6403120273329534,0.2736725013527404,4.4183902219616416,3.757486107463683,29.030240135752567,0,0,0,0,1,0,0,0,1,0,0
820,csid_821,22.85937631490789,7.026477770619793,0.0936680023602989,0.015429635436608776,0.2840159887809024,4.8125130209970095,2.7729880590338,19.762405832744683,0,0,0,1,0,0,1,0,0,0,0
821,csid_822,28.443084303307714,5.870379409668468,0.04211855773466873,0.005112695961465153,0.2604953773218794,4.004677628462199,4.634492123159891,26.87866670066988,0,0,0,1,0,0,1,0,0,0,0
822,csid_823,23.75449020577065,6.365600500269347,0.050764392564251984,-0.03979191089139559,1.2552110752555306,5.677247176216532,2.2796171666655014,2.8495003577048874,0,0,0,1,0,0,0,0,1,0,0
823,csid_824,9.51498394384842,2.4720979490895982,0.09513314594549213,0.4803361518543217,0.4772504767196946,6.3361992486313765,2.8571864649970062,5.7401521742752015,0,0,0,0,1,0,0,0,0,0,1
824,csid_825,9.984131669941632,2.9537904638806816,1.5083727877408903,6.236320561741643,3.867910055205048,7.9488019880061564,1.9781941243526064,1.4223043514063254,1,0,0,0,0,1,0,0,0,0,1
825,csid_826,15.174479399379226,8.212495197427387,0.020064181614408892,-0.07347024348136832,0.6590164853079283,4.044609127211436,2.418497541551248,14.742005323890467,0,0,0,1,0,0,1,0,0,0,0
826,csid_827,34.374470087296444,4.4304966235695185,-0.0032573697090818284,-0.04966061789968337,1.2152015563392924,7.666628085272682,2.446582015413292,2.868373684175128,0,1,0,0,0,0,0,0,0,0,1
827,csid_828,17.103454827775032,6.148576565726423,0.07702694701720789,0.03403447594032662,0.6254261712719553,6.955109679915244,3.024154258096828,7.188827520706327,0,0,0,0,1,0,0,0,0,0,1
828,csid_829,27.096701434101302,7.309724076351812,0.08329450608919392,-0.014519059297145032,0.579947186280011,4.484828390238409,3.95414381018359,9.870841434323133,0,0,0,0,1,0,0,0,0,0,1
829,csid_830,24.645469406145878,9.03893494121636,0.05227368714444079,-0.038014371005998686,0.4095104580360479,5.437928729229966,3.527824697674084,8.340168385513673,0,0,0,1,0,0,0,0,1,0,0
830,csid_831,20.572331458824294,4.357990643511138,-0.03283748531351513,-0.04581587289979326,0.2248295803989399,5.227537563205988,4.499953122899292,24.924685730830273,0,0,0,0,1,0,0,0,1,0,0
831,csid_832,16.14209836568899,7.087540413127611,0.12534762919943904,-1.3885507344016265e-05,0.1697265219043928,4.308922047182706,4.4344292843362805,53.62661542109759,0,0,0,1,0,0,0,1,0,0,0
832,csid_833,18.818028878723137,6.416299425224423,0.026158661506237708,-0.013502679729979896,9.821536354509668,8.605035410259834,1.4852318491949636,-0.02647248587402912,0,0,0,1,0,0,0,0,0,0,1
833,csid_834,15.359892278084422,3.732465646555023,0.10984982376794296,0.15246954086149142,0.22276960120729594,4.410104035826776,3.4548833696905064,50.271537932611636,0,0,0,0,1,0,0,1,0,0,0
834,csid_835,12.139125503385953,7.95583233032359,0.09412336169226218,-0.006768870310226275,1.202420431339558,7.1915929345022045,2.032462008847439,2.4393120878617403,0,0,0,0,1,0,0,0,1,0,0
835,csid_836,12.973647173878724,5.30300997554371,0.17429467570509827,0.5352199841243472,0.4427461979495094,5.456537598558789,2.5112639377833044,11.250833355607623,0,0,0,1,0,0,0,0,1,0,0
836,csid_837,23.270420392732554,5.6828711134183205,0.053131752873728316,0.008344549225031552,0.37166113464072137,4.483060822862359,5.077551491604793,31.46001669198671,0,0,0,0,1,0,0,1,0,0,0
837,csid_838,22.950536222013696,2.64301552850569,0.015740242007868686,0.18926323759122507,0.38441920414740577,3.529067824887332,3.884892360905276,22.718785473025108,0,0,0,1,0,0,1,0,0,0,0
838,csid_839,9.661978390747759,3.3622428477008564,0.06908859892187866,0.044632948926938,0.5374105873481355,4.102990204002974,3.259219574455277,7.726516453493744,0,0,0,0,1,0,0,0,0,0,1
839,csid_840,19.047466483866447,6.180773906131718,0.12256739817009207,0.12704787947275412,0.36077807928055305,4.825193961837766,3.419156576821321,14.643750715308723,0,0,0,0,1,0,0,0,1,0,0
840,csid_841,22.243277033730394,5.360998516455807,0.042791828928774193,-0.041505109228922636,0.3043651786632847,4.656115348892778,4.479697945155968,31.150734112185262,0,0,0,0,1,0,0,1,0,0,0
841,csid_842,25.284166280324502,5.21015257395138,0.013321605295252816,-0.040673290006511584,0.33014149857172903,3.875258178446362,3.0640124136574367,29.828575427485276,0,0,0,0,1,0,0,0,1,0,0
842,csid_843,15.183003396138814,6.0034558655551296,0.017131269914595917,0.022413143854039943,1.0495472708801492,5.849713874771261,2.3058730406110506,1.9884091020104555,0,0,0,0,1,0,0,0,1,0,0
843,csid_844,21.317679233994728,3.72738184093064,0.12947390124785865,0.028146568975969545,0.6044473683377269,4.633663102928071,3.2765956321903658,11.738129906866284,0,0,0,0,1,0,0,0,1,0,0
844,csid_845,19.233233442807673,7.045874511967999,0.19026079045270455,0.15242573288522324,0.7747823310775623,5.394707766284636,3.3011166681801165,11.849365992755644,0,0,0,1,0,0,1,0,0,0,0
845,csid_846,22.41506000578385,8.076178957622119,0.04338525293913316,-0.08568059930443578,2.5120578369416475,7.391706138810414,2.2332057324064483,1.0736847701588828,0,0,0,0,1,0,0,0,1,0,0
846,csid_847,31.36629523431357,6.4786961669774925,-0.23281695663621346,-0.027408523329498058,2.1580208062019235,7.499220840385338,2.321126125766456,4.941868608481712,0,1,0,0,0,0,0,0,1,0,0
847,csid_848,12.173087629148235,5.5690996962941135,0.12674490350047948,0.05131659621682756,1.9245407792643447,5.468085977356137,3.042697880721549,5.6235548715639005,0,0,0,0,1,0,0,0,1,0,0
848,csid_849,16.231596124131567,5.9347069987153285,0.24299187404661565,0.015040245413137197,10.50059854540527,10.097619779826553,1.6640357956147551,-0.055633224347465315,0,0,0,1,0,0,0,0,0,0,1
849,csid_850,14.741276466872726,2.4496602552030886,-0.003658161488878139,0.009596754502210966,1.2832019891533963,4.985578849816012,2.602890939049629,7.375126005003074,0,0,0,0,1,0,0,0,0,0,1
851,csid_852,16.765623718336848,4.415335949136741,0.2518681556767683,0.4560302399527583,0.30144145020254376,4.9885189066275615,3.127019572599595,12.565714139014533,0,0,0,1,0,0,0,0,1,0,0
852,csid_853,13.801316336995244,4.415994605558343,-0.013432619459242108,-0.0055582041885797575,0.5270152926040867,4.900188905198652,3.869615447655812,22.65308051010221,0,0,0,0,1,0,1,0,0,0,0
